ano,escola,tipo,jurado_1,jurado_2,jurado_3,jurado_4
2015,Estácio de Sá,ALEGORIAS E ADEREÇOS,9.8,9.9,10.0,10.0
2015,Unidos de Bangu,BATERIA,9.8,9.9,9.8,9.8
2015,Em Cima da Hora,BATERIA,10.0,9.9,10.0,9.7
2015,Império Serrano,BATERIA,10.0,10.0,9.9,10.0
2015,Paraíso do Tuiuti,BATERIA,10.0,10.0,10.0,10.0
2015,União do Parque Curicica,BATERIA,10.0,10.0,10.0,10.0
2015,Unidos do Porto da Pedra,BATERIA,9.9,9.9,9.9,10.0
2015,Caprichosos de Pilares,BATERIA,9.8,9.9,9.8,10.0
2015,Alegria da Zona Sul,BATERIA,9.8,9.9,10.0,9.9
2015,Acadêmicos de Santa Cruz,BATERIA,9.8,9.9,9.9,9.9
2015,Inocentes de Belford Roxo,BATERIA,10.0,10.0,10.0,10.0
2015,Unidos de Padre Miguel,BATERIA,9.8,10.0,9.9,10.0
2015,Império da Tijuca,BATERIA,10.0,9.9,10.0,9.9
2015,Renascer de Jacarepaguá,BATERIA,9.9,10.0,10.0,9.9
2015,Acadêmicos do Cubango,BATERIA,10.0,9.9,10.0,10.0
2015,Estácio de Sá,BATERIA,10.0,10.0,10.0,10.0
2015,Unidos de Bangu,COMISSÃO DE FRENTE,9.6,9.6,9.8,9.7
2015,Em Cima da Hora,COMISSÃO DE FRENTE,9.8,10.0,9.9,9.8
2015,Império Serrano,COMISSÃO DE FRENTE,9.9,9.9,9.9,9.8
2015,Paraíso do Tuiuti,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
2015,União do Parque Curicica,COMISSÃO DE FRENTE,9.7,9.7,9.7,9.9
2015,Unidos do Porto da Pedra,COMISSÃO DE FRENTE,10.0,9.9,10.0,10.0
2015,Caprichosos de Pilares,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
2015,Alegria da Zona Sul,COMISSÃO DE FRENTE,9.7,9.7,9.8,9.8
2015,Acadêmicos de Santa Cruz,COMISSÃO DE FRENTE,10.0,10.0,10.0,9.9
2015,Inocentes de Belford Roxo,COMISSÃO DE FRENTE,9.8,10.0,9.9,10.0
2015,Unidos de Padre Miguel,COMISSÃO DE FRENTE,9.8,9.9,10.0,9.8
2015,Império da Tijuca,COMISSÃO DE FRENTE,9.9,9.9,10.0,10.0
2015,Renascer de Jacarepaguá,COMISSÃO DE FRENTE,9.9,10.0,10.0,9.9
2015,Acadêmicos do Cubango,COMISSÃO DE FRENTE,9.8,9.8,9.9,9.9
2015,Estácio de Sá,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
2015,Unidos de Bangu,CONJUNTO,9.8,9.6,9.5,9.7
2015,Em Cima da Hora,CONJUNTO,9.5,9.5,9.3,9.5
2015,Império Serrano,CONJUNTO,9.9,9.9,10.0,9.9
2015,Paraíso do Tuiuti,CONJUNTO,10.0,9.8,9.9,9.8
2015,União do Parque Curicica,CONJUNTO,9.8,9.7,9.8,9.9
2015,Unidos do Porto da Pedra,CONJUNTO,9.7,9.6,9.9,9.9
2015,Caprichosos de Pilares,CONJUNTO,10.0,9.9,9.8,10.0
2015,Alegria da Zona Sul,CONJUNTO,9.7,9.7,9.8,9.9
2015,Acadêmicos de Santa Cruz,CONJUNTO,9.9,9.7,9.8,9.9
2015,Inocentes de Belford Roxo,CONJUNTO,9.9,9.8,9.9,9.9
2015,Unidos de Padre Miguel,CONJUNTO,10.0,10.0,10.0,10.0
2015,Império da Tijuca,CONJUNTO,10.0,9.8,10.0,9.8
2015,Renascer de Jacarepaguá,CONJUNTO,9.9,9.8,9.9,9.9
2015,Acadêmicos do Cubango,CONJUNTO,9.9,9.9,10.0,9.9
2015,Estácio de Sá,CONJUNTO,9.8,9.9,10.0,10.0
2015,Unidos de Bangu,ENREDO,9.8,9.5,9.5,9.5
2015,Em Cima da Hora,ENREDO,9.5,9.4,9.4,9.4
2015,Império Serrano,ENREDO,10.0,10.0,10.0,9.9
2015,Paraíso do Tuiuti,ENREDO,10.0,10.0,9.9,10.0
2015,União do Parque Curicica,ENREDO,9.9,9.6,9.7,9.8
2015,Unidos do Porto da Pedra,ENREDO,9.9,9.7,9.6,9.7
2015,Caprichosos de Pilares,ENREDO,10.0,9.9,9.8,9.9
2015,Alegria da Zona Sul,ENREDO,9.7,9.6,9.7,9.8
2015,Acadêmicos de Santa Cruz,ENREDO,10.0,10.0,10.0,9.9
2015,Inocentes de Belford Roxo,ENREDO,10.0,9.9,9.8,10.0
2015,Unidos de Padre Miguel,ENREDO,10.0,10.0,10.0,10.0
2015,Império da Tijuca,ENREDO,9.9,10.0,9.9,10.0
2015,Renascer de Jacarepaguá,ENREDO,9.8,9.8,9.8,10.0
2015,Acadêmicos do Cubango,ENREDO,10.0,9.8,10.0,10.0
2015,Estácio de Sá,ENREDO,10.0,9.9,10.0,9.9
2015,Unidos de Bangu,EVOLUÇÃO,9.5,9.7,9.9,9.7
2015,Em Cima da Hora,EVOLUÇÃO,9.6,9.5,9.6,9.6
2015,Império Serrano,EVOLUÇÃO,10.0,10.0,10.0,9.9
2015,Paraíso do Tuiuti,EVOLUÇÃO,9.7,10.0,10.0,9.8
2015,União do Parque Curicica,EVOLUÇÃO,9.6,9.7,9.9,9.8
2015,Unidos do Porto da Pedra,EVOLUÇÃO,9.7,9.8,10.0,9.8
2015,Caprichosos de Pilares,EVOLUÇÃO,10.0,9.9,10.0,10.0
2015,Alegria da Zona Sul,EVOLUÇÃO,9.8,9.8,9.8,9.8
2015,Acadêmicos de Santa Cruz,EVOLUÇÃO,9.9,10.0,9.8,9.8
2015,Inocentes de Belford Roxo,EVOLUÇÃO,10.0,9.9,10.0,10.0
2015,Unidos de Padre Miguel,EVOLUÇÃO,10.0,10.0,9.9,10.0
2015,Império da Tijuca,EVOLUÇÃO,9.9,10.0,9.9,9.9
2015,Renascer de Jacarepaguá,EVOLUÇÃO,9.8,9.9,9.9,9.8
2015,Acadêmicos do Cubango,EVOLUÇÃO,10.0,9.9,10.0,9.9
2015,Estácio de Sá,EVOLUÇÃO,9.8,10.0,10.0,10.0
2015,Unidos de Bangu,FANTASIAS,9.8,9.6,9.6,9.6
2015,Em Cima da Hora,FANTASIAS,9.3,9.2,9.4,9.3
2015,Império Serrano,FANTASIAS,9.9,10.0,10.0,9.8
2015,Paraíso do Tuiuti,FANTASIAS,10.0,10.0,10.0,9.9
2015,União do Parque Curicica,FANTASIAS,9.8,9.7,9.7,9.7
2015,Unidos do Porto da Pedra,FANTASIAS,9.9,9.8,9.7,9.7
2015,Caprichosos de Pilares,FANTASIAS,10.0,10.0,10.0,9.9
2015,Alegria da Zona Sul,FANTASIAS,9.8,9.6,9.8,9.7
2015,Acadêmicos de Santa Cruz,FANTASIAS,10.0,9.9,9.8,9.8
2015,Inocentes de Belford Roxo,FANTASIAS,9.9,9.8,9.9,9.9
2015,Unidos de Padre Miguel,FANTASIAS,10.0,10.0,10.0,10.0
2015,Império da Tijuca,FANTASIAS,10.0,9.9,9.9,10.0
2015,Renascer de Jacarepaguá,FANTASIAS,10.0,9.8,9.8,9.8
2015,Acadêmicos do Cubango,FANTASIAS,10.0,10.0,9.8,10.0
2015,Estácio de Sá,FANTASIAS,9.9,10.0,10.0,10.0
2015,Unidos de Bangu,HARMONIA,9.8,10.0,10.0,9.8
2015,Em Cima da Hora,HARMONIA,9.8,9.6,9.7,9.7
2015,Império Serrano,HARMONIA,10.0,10.0,9.9,10.0
2015,Paraíso do Tuiuti,HARMONIA,9.9,10.0,9.8,9.8
2015,União do Parque Curicica,HARMONIA,10.0,9.9,10.0,9.8
2015,Unidos do Porto da Pedra,HARMONIA,9.9,9.8,9.8,9.8
2015,Caprichosos de Pilares,HARMONIA,9.9,10.0,9.8,10.0
2015,Alegria da Zona Sul,HARMONIA,9.8,9.8,9.8,9.8
2015,Acadêmicos de Santa Cruz,HARMONIA,10.0,9.8,9.8,9.8
2015,Inocentes de Belford Roxo,HARMONIA,9.9,9.9,10.0,9.8
2015,Unidos de Padre Miguel,HARMONIA,10.0,10.0,9.9,10.0
2015,Império da Tijuca,HARMONIA,9.8,9.9,9.9,10.0
2015,Renascer de Jacarepaguá,HARMONIA,9.7,9.9,9.9,9.8
2015,Acadêmicos do Cubango,HARMONIA,9.8,10.0,9.9,9.9
2015,Estácio de Sá,HARMONIA,9.9,10.0,10.0,10.0
2015,Unidos de Bangu,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.8,9.7,9.5
2015,Em Cima da Hora,MESTRE-SALA E PORTA-BANDEIRA,9.9,9.8,9.7,9.6
2015,Império Serrano,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.8
2015,Paraíso do Tuiuti,MESTRE-SALA E PORTA-BANDEIRA,9.8,10.0,10.0,9.8
2015,União do Parque Curicica,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.7,9.8,9.8
2015,Unidos do Porto da Pedra,MESTRE-SALA E PORTA-BANDEIRA,9.9,9.7,9.9,10.0
2015,Caprichosos de Pilares,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,9.8,9.8
2015,Alegria da Zona Sul,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.8,9.7,9.8
2015,Acadêmicos de Santa Cruz,MESTRE-SALA E PORTA-BANDEIRA,9.9,10.0,9.7,9.7
2015,Inocentes de Belford Roxo,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.7,9.8,9.9
2015,Unidos de Padre Miguel,MESTRE-SALA E PORTA-BANDEIRA,9.9,10.0,10.0,9.9
2015,Império da Tijuca,MESTRE-SALA E PORTA-BANDEIRA,9.9,9.9,10.0,9.8
2015,Renascer de Jacarepaguá,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,9.8,9.9
2015,Acadêmicos do Cubango,MESTRE-SALA E PORTA-BANDEIRA,10.0,9.7,9.8,10.0
2015,Estácio de Sá,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.9
2015,Unidos de Bangu,SAMBA DE ENREDO,9.8,9.8,9.7,9.8
2015,Em Cima da Hora,SAMBA DE ENREDO,9.8,9.8,9.8,9.8
2015,Império Serrano,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2015,Paraíso do Tuiuti,SAMBA DE ENREDO,9.9,10.0,9.9,9.7
2015,União do Parque Curicica,SAMBA DE ENREDO,10.0,9.8,9.8,9.8
2015,Unidos do Porto da Pedra,SAMBA DE ENREDO,9.8,9.9,9.6,9.7
2015,Caprichosos de Pilares,SAMBA DE ENREDO,9.9,9.8,9.8,9.6
2015,Alegria da Zona Sul,SAMBA DE ENREDO,9.7,9.7,9.9,9.7
2015,Acadêmicos de Santa Cruz,SAMBA DE ENREDO,9.8,9.7,9.7,9.8
2015,Inocentes de Belford Roxo,SAMBA DE ENREDO,9.9,10.0,9.8,10.0
2015,Unidos de Padre Miguel,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2015,Império da Tijuca,SAMBA DE ENREDO,10.0,9.9,10.0,9.9
2015,Renascer de Jacarepaguá,SAMBA DE ENREDO,10.0,10.0,10.0,9.9
2015,Acadêmicos do Cubango,SAMBA DE ENREDO,9.8,10.0,10.0,10.0
2015,Estácio de Sá,SAMBA DE ENREDO,10.0,10.0,9.8,10.0
2016,Estácio de Sá,ALEGORIAS E ADEREÇOS,9.9,9.7,9.7,9.8
2016,União da Ilha do Governador,ALEGORIAS E ADEREÇOS,9.9,9.8,9.8,9.7
2016,Beija-Flor de Nilópolis,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2016,Acadêmicos do Grande Rio,ALEGORIAS E ADEREÇOS,10.0,9.9,9.8,9.9
2016,Mocidade Independente de Padre Miguel,ALEGORIAS E ADEREÇOS,9.9,9.6,9.8,9.8
2016,Unidos da Tijuca,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2016,Unidos de Vila Isabel,ALEGORIAS E ADEREÇOS,10.0,9.9,9.8,10.0
2016,Acadêmicos do Salgueiro,ALEGORIAS E ADEREÇOS,9.9,9.9,9.8,9.9
2016,São Clemente,ALEGORIAS E ADEREÇOS,9.9,9.9,9.9,9.9
2016,Portela,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2016,Imperatriz Leopoldinense,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,9.9
2016,Estação Primeira de Mangueira,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2016,Estácio de Sá,BATERIA,10.0,9.9,10.0,10.0
2016,União da Ilha do Governador,BATERIA,10.0,10.0,9.9,10.0
2016,Beija-Flor de Nilópolis,BATERIA,10.0,10.0,9.9,9.9
2016,Acadêmicos do Grande Rio,BATERIA,10.0,10.0,10.0,10.0
2016,Mocidade Independente de Padre Miguel,BATERIA,9.9,9.8,9.9,9.9
2016,Unidos da Tijuca,BATERIA,10.0,10.0,10.0,9.9
2016,Unidos de Vila Isabel,BATERIA,9.9,9.9,9.9,9.9
2016,Acadêmicos do Salgueiro,BATERIA,10.0,10.0,10.0,10.0
2016,São Clemente,BATERIA,10.0,9.9,10.0,10.0
2016,Portela,BATERIA,10.0,10.0,10.0,9.9
2016,Imperatriz Leopoldinense,BATERIA,10.0,10.0,10.0,10.0
2016,Estação Primeira de Mangueira,BATERIA,10.0,9.9,10.0,10.0
2016,Estácio de Sá,COMISSÃO DE FRENTE,9.9,9.6,9.7,9.8
2016,União da Ilha do Governador,COMISSÃO DE FRENTE,9.8,9.7,9.8,9.8
2016,Beija-Flor de Nilópolis,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
2016,Acadêmicos do Grande Rio,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
2016,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,9.9,9.8,9.9,9.9
2016,Unidos da Tijuca,COMISSÃO DE FRENTE,10.0,10.0,10.0,9.9
2016,Unidos de Vila Isabel,COMISSÃO DE FRENTE,9.8,9.8,9.8,9.8
2016,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,10.0,10.0,10.0,9.9
2016,São Clemente,COMISSÃO DE FRENTE,9.8,9.8,10.0,10.0
2016,Portela,COMISSÃO DE FRENTE,10.0,9.8,10.0,9.9
2016,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,9.9,10.0,9.9,9.8
2016,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,9.9,9.9,10.0,9.8
2016,Estácio de Sá,ENREDO,9.8,9.8,9.8,9.8
2016,União da Ilha do Governador,ENREDO,9.7,9.8,9.9,9.7
2016,Beija-Flor de Nilópolis,ENREDO,9.9,9.9,9.9,9.9
2016,Acadêmicos do Grande Rio,ENREDO,9.9,9.8,9.9,9.7
2016,Mocidade Independente de Padre Miguel,ENREDO,9.9,9.9,9.9,9.9
2016,Unidos da Tijuca,ENREDO,9.9,9.9,9.9,10.0
2016,Unidos de Vila Isabel,ENREDO,10.0,9.8,10.0,10.0
2016,Acadêmicos do Salgueiro,ENREDO,10.0,10.0,10.0,10.0
2016,São Clemente,ENREDO,9.7,10.0,9.8,10.0
2016,Portela,ENREDO,10.0,10.0,9.9,9.9
2016,Imperatriz Leopoldinense,ENREDO,9.9,9.9,10.0,9.9
2016,Estação Primeira de Mangueira,ENREDO,10.0,10.0,10.0,10.0
2016,Estácio de Sá,EVOLUÇÃO,9.7,9.7,9.7,9.8
2016,União da Ilha do Governador,EVOLUÇÃO,9.9,9.9,9.9,9.9
2016,Beija-Flor de Nilópolis,EVOLUÇÃO,10.0,10.0,10.0,9.9
2016,Acadêmicos do Grande Rio,EVOLUÇÃO,10.0,10.0,10.0,9.9
2016,Mocidade Independente de Padre Miguel,EVOLUÇÃO,9.8,9.8,9.9,9.8
2016,Unidos da Tijuca,EVOLUÇÃO,10.0,9.9,10.0,10.0
2016,Unidos de Vila Isabel,EVOLUÇÃO,9.8,9.9,9.8,9.9
2016,Acadêmicos do Salgueiro,EVOLUÇÃO,10.0,10.0,10.0,10.0
2016,São Clemente,EVOLUÇÃO,9.8,9.7,9.8,9.8
2016,Portela,EVOLUÇÃO,10.0,10.0,10.0,10.0
2016,Imperatriz Leopoldinense,EVOLUÇÃO,10.0,9.8,10.0,10.0
2016,Estação Primeira de Mangueira,EVOLUÇÃO,9.9,10.0,10.0,10.0
2016,Estácio de Sá,FANTASIAS,9.8,9.8,9.8,9.7
2016,União da Ilha do Governador,FANTASIAS,9.8,9.8,9.8,9.7
2016,Beija-Flor de Nilópolis,FANTASIAS,9.8,10.0,9.8,9.9
2016,Acadêmicos do Grande Rio,FANTASIAS,9.9,9.7,9.7,9.9
2016,Mocidade Independente de Padre Miguel,FANTASIAS,9.9,9.7,9.8,9.8
2016,Unidos da Tijuca,FANTASIAS,10.0,10.0,10.0,10.0
2016,Unidos de Vila Isabel,FANTASIAS,10.0,9.8,9.8,9.9
2016,Acadêmicos do Salgueiro,FANTASIAS,9.9,9.9,10.0,9.8
2016,São Clemente,FANTASIAS,9.9,10.0,10.0,10.0
2016,Portela,FANTASIAS,10.0,10.0,10.0,10.0
2016,Imperatriz Leopoldinense,FANTASIAS,10.0,9.8,9.9,9.9
2016,Estação Primeira de Mangueira,FANTASIAS,9.9,10.0,10.0,10.0
2016,Estácio de Sá,HARMONIA,9.7,9.8,9.7,9.8
2016,União da Ilha do Governador,HARMONIA,9.8,9.9,9.8,9.9
2016,Beija-Flor de Nilópolis,HARMONIA,10.0,10.0,10.0,10.0
2016,Acadêmicos do Grande Rio,HARMONIA,9.9,10.0,9.9,10.0
2016,Mocidade Independente de Padre Miguel,HARMONIA,9.8,9.9,9.9,9.9
2016,Unidos da Tijuca,HARMONIA,10.0,10.0,10.0,9.9
2016,Unidos de Vila Isabel,HARMONIA,9.8,10.0,9.9,9.9
2016,Acadêmicos do Salgueiro,HARMONIA,10.0,10.0,10.0,10.0
2016,São Clemente,HARMONIA,9.8,9.9,10.0,9.9
2016,Portela,HARMONIA,10.0,10.0,10.0,10.0
2016,Imperatriz Leopoldinense,HARMONIA,10.0,10.0,9.9,10.0
2016,Estação Primeira de Mangueira,HARMONIA,10.0,10.0,10.0,10.0
2016,Estácio de Sá,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.8,9.8,9.8
2016,União da Ilha do Governador,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.8,9.8,9.8
2016,Beija-Flor de Nilópolis,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
2016,Acadêmicos do Grande Rio,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
2016,Mocidade Independente de Padre Miguel,MESTRE-SALA E PORTA-BANDEIRA,9.9,10.0,9.9,9.9
2016,Unidos da Tijuca,MESTRE-SALA E PORTA-BANDEIRA,10.0,9.9,9.9,10.0
2016,Unidos de Vila Isabel,MESTRE-SALA E PORTA-BANDEIRA,9.9,9.9,9.8,10.0
2016,Acadêmicos do Salgueiro,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
2016,São Clemente,MESTRE-SALA E PORTA-BANDEIRA,9.9,10.0,10.0,9.9
2016,Portela,MESTRE-SALA E PORTA-BANDEIRA,10.0,9.9,10.0,9.9
2016,Imperatriz Leopoldinense,MESTRE-SALA E PORTA-BANDEIRA,9.9,9.9,9.8,10.0
2016,Estação Primeira de Mangueira,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
2016,Estácio de Sá,SAMBA DE ENREDO,9.7,9.8,9.9,9.8
2016,União da Ilha do Governador,SAMBA DE ENREDO,9.7,9.9,9.7,9.8
2016,Beija-Flor de Nilópolis,SAMBA DE ENREDO,10.0,10.0,10.0,9.9
2016,Acadêmicos do Grande Rio,SAMBA DE ENREDO,10.0,10.0,9.9,9.7
2016,Mocidade Independente de Padre Miguel,SAMBA DE ENREDO,9.7,9.8,9.8,9.8
2016,Unidos da Tijuca,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2016,Unidos de Vila Isabel,SAMBA DE ENREDO,10.0,10.0,10.0,9.9
2016,Acadêmicos do Salgueiro,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2016,São Clemente,SAMBA DE ENREDO,9.8,9.8,9.8,9.7
2016,Portela,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2016,Imperatriz Leopoldinense,SAMBA DE ENREDO,9.9,10.0,10.0,10.0
2016,Estação Primeira de Mangueira,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
2017,Paraíso do Tuiuti,ALEGORIAS E ADEREÇOS,9.8,9.7,9.9,9.8
2017,Acadêmicos do Grande Rio,ALEGORIAS E ADEREÇOS,10.0,10.0,9.9,10.0
2017,Imperatriz Leopoldinense,ALEGORIAS E ADEREÇOS,9.9,9.9,9.9,9.9
2017,Unidos de Vila Isabel,ALEGORIAS E ADEREÇOS,9.9,9.8,9.8,9.8
2017,Acadêmicos do Salgueiro,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2017,Beija-Flor de Nilópolis,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2017,União da Ilha do Governador,ALEGORIAS E ADEREÇOS,9.9,9.9,10.0,10.0
2017,São Clemente,ALEGORIAS E ADEREÇOS,9.9,9.8,9.9,9.9
2017,Mocidade Independente de Padre Miguel,ALEGORIAS E ADEREÇOS,10.0,10.0,9.9,10.0
2017,Unidos da Tijuca,ALEGORIAS E ADEREÇOS,9.7,9.8,9.9,9.8
2017,Portela,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
2017,Paraíso do Tuiuti,BATERIA,9.8,9.9,9.8,10.0
2017,Acadêmicos do Grande Rio,BATERIA,9.8,9.9,9.9,9.8
2017,Imperatriz Leopoldinense,BATERIA,10.0,10.0,10.0,10.0
2017,Unidos de Vila Isabel,BATERIA,10.0,9.9,9.9,10.0
2017,Acadêmicos do Salgueiro,BATERIA,10.0,10.0,10.0,9.9
2017,Beija-Flor de Nilópolis,BATERIA,9.9,10.0,10.0,10.0
2017,União da Ilha do Governador,BATERIA,10.0,9.9,10.0,10.0
2017,São Clemente,BATERIA,9.8,9.9,9.9,9.8
2017,Mocidade Independente de Padre Miguel,BATERIA,9.9,10.0,9.8,10.0
2017,Unidos da Tijuca,BATERIA,10.0,10.0,10.0,10.0
2017,Portela,BATERIA,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,BATERIA,10.0,10.0,9.9,10.0
2017,Paraíso do Tuiuti,COMISSÃO DE FRENTE,9.7,9.8,9.8,9.6
2017,Acadêmicos do Grande Rio,COMISSÃO DE FRENTE,9.9,10.0,10.0,10.0
2017,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,9.8,9.9,9.9,9.8
2017,Unidos de Vila Isabel,COMISSÃO DE FRENTE,9.8,9.9,9.8,9.9
2017,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,9.9,10.0,10.0,10.0
2017,Beija-Flor de Nilópolis,COMISSÃO DE FRENTE,9.9,10.0,10.0,10.0
2017,União da Ilha do Governador,COMISSÃO DE FRENTE,9.9,9.9,9.9,9.7
2017,São Clemente,COMISSÃO DE FRENTE,9.8,9.9,9.8,9.8
2017,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,10.0,10.0,9.9,10.0
2017,Unidos da Tijuca,COMISSÃO DE FRENTE,9.9,9.9,9.9,10.0
2017,Portela,COMISSÃO DE FRENTE,9.9,9.9,10.0,10.0
2017,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,9.9,10.0,9.9,9.9
2017,Paraíso do Tuiuti,ENREDO,9.9,9.8,9.9,9.8
2017,Acadêmicos do Grande Rio,ENREDO,9.8,10.0,10.0,10.0
2017,Imperatriz Leopoldinense,ENREDO,10.0,9.9,9.9,9.9
2017,Unidos de Vila Isabel,ENREDO,9.9,9.9,9.8,9.8
2017,Acadêmicos do Salgueiro,ENREDO,10.0,10.0,10.0,10.0
2017,Beija-Flor de Nilópolis,ENREDO,9.9,10.0,9.8,9.9
2017,União da Ilha do Governador,ENREDO,9.9,9.8,9.9,9.9
2017,São Clemente,ENREDO,10.0,9.9,9.9,9.8
2017,Mocidade Independente de Padre Miguel,ENREDO,9.9,9.9,10.0,10.0
2017,Unidos da Tijuca,ENREDO,9.8,9.7,9.7,9.7
2017,Portela,ENREDO,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,ENREDO,10.0,10.0,10.0,10.0
2017,Paraíso do Tuiuti,EVOLUÇÃO,9.7,9.7,9.8,9.7
2017,Acadêmicos do Grande Rio,EVOLUÇÃO,9.9,10.0,10.0,10.0
2017,Imperatriz Leopoldinense,EVOLUÇÃO,10.0,9.8,9.9,9.9
2017,Unidos de Vila Isabel,EVOLUÇÃO,9.8,9.8,9.9,9.9
2017,Acadêmicos do Salgueiro,EVOLUÇÃO,10.0,10.0,10.0,10.0
2017,Beija-Flor de Nilópolis,EVOLUÇÃO,10.0,10.0,9.9,10.0
2017,União da Ilha do Governador,EVOLUÇÃO,9.8,9.8,9.8,9.8
2017,São Clemente,EVOLUÇÃO,9.9,9.8,9.9,10.0
2017,Mocidade Independente de Padre Miguel,EVOLUÇÃO,10.0,10.0,10.0,9.8
2017,Unidos da Tijuca,EVOLUÇÃO,9.8,9.9,9.7,9.7
2017,Portela,EVOLUÇÃO,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,EVOLUÇÃO,10.0,9.9,9.8,10.0
2017,Paraíso do Tuiuti,FANTASIAS,9.8,9.7,9.8,9.7
2017,Acadêmicos do Grande Rio,FANTASIAS,9.9,10.0,10.0,10.0
2017,Imperatriz Leopoldinense,FANTASIAS,9.9,9.9,10.0,10.0
2017,Unidos de Vila Isabel,FANTASIAS,9.9,9.8,9.9,9.7
2017,Acadêmicos do Salgueiro,FANTASIAS,9.9,10.0,10.0,10.0
2017,Beija-Flor de Nilópolis,FANTASIAS,9.7,9.9,9.9,9.8
2017,União da Ilha do Governador,FANTASIAS,10.0,9.9,10.0,10.0
2017,São Clemente,FANTASIAS,10.0,9.9,9.9,10.0
2017,Mocidade Independente de Padre Miguel,FANTASIAS,9.9,10.0,10.0,10.0
2017,Unidos da Tijuca,FANTASIAS,9.9,9.9,10.0,10.0
2017,Portela,FANTASIAS,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,FANTASIAS,10.0,10.0,9.9,10.0
2017,Paraíso do Tuiuti,HARMONIA,9.7,9.7,9.7,9.7
2017,Acadêmicos do Grande Rio,HARMONIA,10.0,10.0,10.0,10.0
2017,Imperatriz Leopoldinense,HARMONIA,9.9,9.9,9.9,10.0
2017,Unidos de Vila Isabel,HARMONIA,10.0,9.8,10.0,9.8
2017,Acadêmicos do Salgueiro,HARMONIA,10.0,10.0,10.0,9.9
2017,Beija-Flor de Nilópolis,HARMONIA,10.0,10.0,10.0,10.0
2017,União da Ilha do Governador,HARMONIA,9.8,9.8,9.8,9.9
2017,São Clemente,HARMONIA,9.9,9.7,9.9,9.8
2017,Mocidade Independente de Padre Miguel,HARMONIA,9.9,10.0,10.0,10.0
2017,Unidos da Tijuca,HARMONIA,10.0,9.9,9.9,9.9
2017,Portela,HARMONIA,10.0,10.0,10.0,10.0
2017,Estação Primeira de Mangueira,HARMONIA,10.0,10.0,9.9,9.9
2017,Paraíso do Tuiuti,MESTRE-SALA E PORTA-BANDEIRA,9.8,9.8,9.8,9.8
2017,Acadêmicos do Grande Rio,MESTRE-SALA E PORTA-BANDEIRA,9.9,10.0,9.9,9.9
2017,Imperatriz Leopoldinense,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.9
